"URL","school","Term","Department","Course","book","author","editon","publisher","ISBN-13","ISBN-10","image link","is_required","price"
,,"Spring 2024  • "," ","PSY 739 A QUAL RES METHODS IN CLINI • ","Qualitative Inquiry and Research Design: Choosing Among Five Approaches 4TH 18","Creswell, John W. / Poth, Cheryl N.","4TH 18","Sage Publications, Inc.","978-1bogus-5063-3020-4","1-506bogus3-3020-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1506330207.gif","Required","$85.50"
,,"Spring 2024  • "," ","PSY 739 A QUAL RES METHODS IN CLINI • ","Interviewing for Qualitative Inquiry 2013","Josselson, Ruthellen","2013","Guilford Press","978-1bogus-4625-1000-9","1-462bogus5-1000-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462510000.gif","Required","$31.50"
,,"Spring 2024  • "," ","PSY 739 A QUAL RES METHODS IN CLINI • ","Coding Manual for Qualitative Researchers 4TH 21","Saldana, Johnny","4TH 21","Sage Publications, Inc.","978-1bogus-5297-3174-3","1-529bogus7-3174-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1529731747.gif","Required","$37.25$49.50"
,,"Spring 2024  • "," ","PSY 739 A QUAL RES METHODS IN CLINI • ","30 Essentials Skills for the Qualitative Research 2ND 21","Creswell, John W.","2ND 21","Sage Publications, Inc.","978-1bogus-5443-5570-2","1-544bogus3-5570-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002350553.gif","Recommended","$61.25"
,,"Spring 2024  • "," ","PSY 739 A QUAL RES METHODS IN CLINI • ","Reporting Qualitative Research in Psychology: How to Meet APA Style Journal Article Reporting Standards - Revised REV 20","Levitt, Heidi M.","REV 20","American Psychological Association - APA","978-1bogus-4338-3343-4","1-433bogus8-3343-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002352357.gif","Recommended","$23.75$31.50"
,,"Spring 2024  • "," ","PSY 874 A RACE ETHNICITY &SOCIAL CL • ","Handbook of Multicultural Counseling 4TH 17","Casas, J. Manuel","4TH 17","Sage Publications, Inc.","978-1bogus-4522-9151-2","1-452bogus2-9151-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1452291519.gif","Required","$114.75$153.00"
,,"Spring 2024  • "," ","PSY 874 A RACE ETHNICITY &SOCIAL CL • ","Race Talk and The Conspiracy of Silence 2015","Sue, Derald Wing","2015","John Wiley & Sons, Inc.","978-1bogus-119-24198-0","1-119bogus-24198-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1119241987.gif","Required","$21.75$29.00"
,,"Spring 2024  • "," ","DCES 701 A PROF ORIEN & SCHOLAR ENDE • ","How to Write a Lot: A Practical Guide to Productive Academic Writing 2ND 19","Silvia, Paul J.","2ND 19","American Psychological Association - APA","978-1bogus-4338-2973-4","1-433bogus8-2973-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002171557.gif","Required","$15.00$20.00"
,,"Spring 2024  • "," ","DCES 705 A PEDAGOGY COUNSELOR EDUCAT • ","Teaching to Transgress: Education as the Practice of Freedom 1994","Hooks, Bell","1994","Routledge N. Y.","978-0bogus-415-90808-5","0-415bogus-90808-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415908086.gif","Required","$33.25$44.25"
,,"Spring 2024  • "," ","DCES 705 A PEDAGOGY COUNSELOR EDUCAT • ","Race Talk and The Conspiracy of Silence 2015","Sue, Derald Wing","2015","John Wiley & Sons, Inc.","978-1bogus-119-24198-0","1-119bogus-24198-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1119241987.gif","Required","$21.75$29.00"
,,"Spring 2024  • "," ","DCES 705 A PEDAGOGY COUNSELOR EDUCAT • ","Teaching in Counselor Education 2013","West, John D. / Bubenzer, Donald L. / Cox, Jane A. (Eds.)","2013","American Counseling Association","978-1bogus-55620-329-9","1-556bogus20-329-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1556203292.gif","Required","$35.25"
,,"Spring 2024  • "," ","DCES 886 A EXISTENTIAL & GESTALT THE • ","Gestalt Therapy: 100 Key Points and Techniques 2ND 21","Mann, Dave","2ND 21","Routledge N. Y.","978-1bogus-138-06772-1","1-138bogus-06772-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1138067725.gif","Required","$27.00"
,,"Spring 2024  • "," ","DCES 886 A EXISTENTIAL & GESTALT THE • ","Gestalt Approach and Eye Witness to Therapy 1973","Perls, Fritz","1973","Science & Behavior Books Inc.","978-0bogus-8314-0034-7","0-831bogus4-0034-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/083140034X.gif","Required","$18.00"
,,"Spring 2024  • "," ","DCES 886 A EXISTENTIAL & GESTALT THE • ","Existential Psychotherapy 1980","Yalom, Irvin D.","1980","Basic Books, Inc.","978-0bogus-465-02147-5","0-465bogus-02147-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0465021476.gif","Required","$40.50"
,,"Spring 2024  • "," ","DCES 886 A EXISTENTIAL & GESTALT THE • ","Love's Executioner and Other Tales of Psychotherapy 1989","Yalom, Irvin D.","1989","Perennial Library","978-0bogus-06-097334-6","0-06-bogus097334-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/006097334X.gif","Required",""
,,"Spring 2024  • "," ","PSY 802 A COG & BEHAV THER APPROACH • ","Cognitive Therapy of Personality Disorders 3RD 15","Beck, Aaron T.","3RD 15","Guilford Press","978-1bogus-4625-2581-2","1-462bogus5-2581-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462517927.gif","Required","$49.50"
,,"Spring 2024  • "," ","PSY 802 A COG & BEHAV THER APPROACH • ","Recovery-Oriented Cognitive Therapy for Serious Mental Health Conditions 2021","Beck, Aaron T.","2021","Guilford Press","978-1bogus-4625-4519-3","1-462bogus5-4519-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/146254519X.gif","Required","$40.50"
,,"Spring 2024  • "," ","PSY 802 A COG & BEHAV THER APPROACH • ","Motivational Interviewing: Helping People Change and Grow 4TH 23","Miller, William","4TH 23","Guilford Press","978-1bogus-4625-5279-5","1-462bogus5-5279-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/146255279X.gif","Required","$58.50"
,,"Spring 2024  • "," ","CMHC 617 B TREATMENT PLANNING & INTE • ","Case Conceptualization and Treatment Planning 3RD 15","Berman, Pearl Susan","3RD 15","Sage Publications, Inc.","978-1bogus-4833-4371-6","1-483bogus3-4371-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1483343715.gif","Required",""
,,"Spring 2024  • "," ","CMHC 617 B TREATMENT PLANNING & INTE • ","Clinical Interviewing - With Access 6TH 17","Sommers-Flanagan, John","6TH 17","John Wiley & Sons, Inc.","978-1bogus-119-21558-5","1-119bogus-21558-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1119215587.gif","Required","$127.25"
,,"Spring 2024  • "," ","COUN 540 C GROUP COUNSELING • ","Publication Manual of the American Psychological Association (Paperback) 7TH 20","American Psychological Association","7TH 20","American Psychological Association - APA","978-1bogus-4338-3216-1","1-433bogus8-3216-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002303636.gif","Required","$21.75$29.00"
,,"Spring 2024  • "," ","COUN 540 C GROUP COUNSELING • ","Groups: Process and Practice 10TH 18","Corey, Marianne Schneider / Corey, Gerald / Corey, Cindy","10TH 18","Cengage Learning","978-1bogus-305-86570-9","1-305bogus-86570-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305865707.gif","Required","$176.00$234.75"
,,"Spring 2024  • "," ","COUN 540 C GROUP COUNSELING • ","StrengthsFinder 2.0 - With Access Packet 2007","Rath, Tom","2007","Gallup Press","978-1bogus-59562-015-6","1-595bogus62-015-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1595620156.gif","Required","$36.00"
,,"Spring 2024  • "," ","COUN 540 E GROUP COUNSELING • ","Publication Manual of the American Psychological Association (Paperback) 7TH 20","American Psychological Association","7TH 20","American Psychological Association - APA","978-1bogus-4338-3216-1","1-433bogus8-3216-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002303636.gif","Required","$21.75$29.00"
,,"Spring 2024  • "," ","COUN 540 E GROUP COUNSELING • ","Groups: Process and Practice 10TH 18","Corey, Marianne Schneider / Corey, Gerald / Corey, Cindy","10TH 18","Cengage Learning","978-1bogus-305-86570-9","1-305bogus-86570-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305865707.gif","Required","$176.00$234.75"
,,"Spring 2024  • "," ","COUN 540 E GROUP COUNSELING • ","StrengthsFinder 2.0 - With Access Packet 2007","Rath, Tom","2007","Gallup Press","978-1bogus-59562-015-6","1-595bogus62-015-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1595620156.gif","Required","$36.00"
,,"Spring 2024  • "," ","COUN 622 A HUMAN GROWTH &DEVELOPMENT • ","Life Span: Human Development for Helping Professionals 5TH 20","Broderick, Patricia C. / Blewitt, Pamela","5TH 20","Pearson","978-0bogus-13-522776-3","0-13-bogus522776-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0135227763.gif","Required","$106.00"
,,"Spring 2024  • "," ","COUN 622 A HUMAN GROWTH &DEVELOPMENT • ","Lives Across Cultures: Cross-Cultural Human Development 6TH 18","Gardiner, Harry W.","6TH 18","Pearson","978-0bogus-13-462944-5","0-13-bogus462944-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M001912812.gif","Required","$89.00$118.50"
,,"Spring 2024  • "," ","MCFT 647 A BIOPSYCH BASES OF HEALTH • ","",,,,,,,"",""
,,"Spring 2024  • "," ","MCFT 647 A BIOPSYCH BASES OF HEALTH • ","Diagnostic and Statistical Manual of Mental Disorders: DSM 5-TR 5TH 22","American Psychiatric Association","5TH 22","American Psychiatric Press Inc.","978-0bogus-89042-576-3","0-890bogus42-576-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0890425760.gif","Recommended","$114.75$153.00"
,,"Spring 2024  • "," ","MSHP 560 A MOTOR LEARNING &SKILL ACQ • ","Motor Learning and Performance - With Access (Looseleaf) 6TH 20","Schmidt, Richard A.","6TH 20","Human Kinetics - Course Content Delivery","978-1bogus-4925-9315-7","1-492bogus5-9315-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M003828308.gif","Required","$87.50$68.25$84.00$94.50"
,,"Spring 2024  • "," ","MSHP 560 B MOTOR LEARNING &SKILL ACQ • ","Motor Learning and Performance - With Access (Looseleaf) 6TH 20","Schmidt, Richard A.","6TH 20","Human Kinetics - Course Content Delivery","978-1bogus-4925-9315-7","1-492bogus5-9315-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M003828308.gif","Required","$87.50$68.25$84.00$94.50"
,,"Spring 2024  • "," ","PSY 662 B PERSONALITY ASSESSMENT • ","Practical Guide to Thematic Apperception 2001","Aronow, Edward / Reznikoff, Marvin / Kim Altman Weiss","2001","Brunner/Mazel, Inc.","978-0bogus-87630-944-5","0-876bogus30-944-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0876309449.gif","Required","$33.75"
,,"Spring 2024  • "," ","PSY 662 B PERSONALITY ASSESSMENT • ","Handbook of Psychological Assessment 6TH 16","Groth-Marnat, Gary","6TH 16","John Wiley & Sons, Inc.","978-1bogus-118-96064-6","1-118bogus-96064-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1118960645.gif","Required","$126.00"
,,"Spring 2024  • "," ","PSY 662 B PERSONALITY ASSESSMENT • ","Handbook of Personality: Theory and Research 4TH 21","John, Oliver P. / Robins, Richard W. (Eds.)","4TH 21","Guilford Press","978-1bogus-4625-5048-7","1-462bogus5-5048-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462550487.gif","Recommended","$62.25"
,,"Spring 2024  • "," ","PSY 710 B ADLERIAN THERAPY I • ","Adlerian Therapy : Theory and Practice 2006","Carlson, Jon / Watts, Richard E. / Maniacci, Michael","2006","American Psychological Association - APA","978-1bogus-59147-285-8","1-591bogus47-285-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1591472857.gif","Required",""
,,"Spring 2024  • "," ","PSY 710 B ADLERIAN THERAPY I • ","Early Recollections 2006","Mosak, Harold H.","2006","Routledge N. Y.","978-0bogus-415-95287-3","0-415bogus-95287-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415952875.gif","Required","$72.00"
,,"Spring 2024  • "," ","PSY 710 B ADLERIAN THERAPY I • ","Life Style: Workbook (REV)12","Mosak, Harold H.","(REV)12","Adler School of Professional Psychology","978-0bogus-615-67941-9","0-615bogus-67941-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0615679412.gif","Required","$13.50"
,,"Spring 2024  • "," ","PSY 710 B ADLERIAN THERAPY I • ","Manual for Life Style Assessment (Paperback) 1988","Shulman, Bernard H. / Mosak, Harold H.","1988","Accelerated Development, Inc.","978-0bogus-915202-72-0","0-915bogus202-72-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0915202727.gif","Required","$63.00"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Trauma-Focused CBT for Children and Adolescents: Treatment Applications 2017","Cohen, Judith A.","2017","Guilford Press","978-1bogus-4625-2777-9","1-462bogus5-2777-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462527779.gif","Required","$23.75$31.50"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Treating Trauma and Traumatic Grief in Children and Adolescents 2ND 17","Cohen, Judith A. / Mannarino, Anthony P. / Deblinger, Esther","2ND 17","Guilford Press","978-1bogus-4625-2840-0","1-462bogus5-2840-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462528406.gif","Required","$35.25$47.00"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Play Therapy 2015","Crenshaw, David A. / Stewart, Anne L. (Eds.)","2015","Guilford Press","978-1bogus-4625-2644-4","1-462bogus5-2644-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462526446.gif","Required","$44.25"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Blending Play Therapy With Cognitive... 2009","Drewes, Athena A.","2009","John Wiley & Sons, Inc.","978-0bogus-470-17640-5","0-470bogus-17640-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0470176407.gif","Required","$56.25"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Treating Complex Traumatic Stress Disorders in... 2013","Ford, Julian D. / Courtois, Christine A.","2013","Guilford Press","978-1bogus-4625-2461-7","1-462bogus5-2461-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462524613.gif","Required","$38.00"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Cognitive-Behavioral Therapy for Anxious Children: Therapist Manual, Third Edition 3RD 06","Kendall, Philip C.","3RD 06","Workbook Publishing, Incorporated","978-1bogus-888805-22-2","1-888bogus805-22-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1888805226.gif","Required","$21.75"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Play Therapy: Basics and Beyond 2ND 11","Kottman, Terry","2ND 11","American Counseling Association","978-1bogus-55620-305-3","1-556bogus20-305-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M001125648.gif","Required","$81.00"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Interviewing Children and Adolescents 2ND 16","Morrison, James","2ND 16","Guilford Press","978-1bogus-4625-3379-4","1-462bogus5-3379-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462533795.gif","Required","$30.50$40.50"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Child Called ""It"": One Child's Courage to Survive 1995","Pelzer, Dave","1995","Health Communications, Inc.","978-1bogus-55874-366-3","1-558bogus74-366-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1558743669.gif","Required","$9.50"
,,"Spring 2024  • "," ","PSY 757 A CHILD &ADOLESCENT PSYCHOT • ","Child and Adolescent Therapy: Science and Art 2ND 15","Shapiro, Jeremy P.","2ND 15","John Wiley & Sons, Inc.","978-1bogus-118-72211-4","1-118bogus-72211-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1118722116.gif","Required","$135.25"
,,"Spring 2024  • "," ","PSY 811 A CO-OCCURRING DISORERS • ","Co-Occurring Disorders 2ND 21","Atkins, Charles","2ND 21","Pesi","978-1bogus-68373-382-9","1-683bogus73-382-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1683733827.gif","Required","$31.50"
,,"Spring 2024  • "," ","CMHC 615 ACLA CRISIS INT & TRAUMA COUNS • ","Crisis Intervention Strategies 8TH 17","James, Richard K. / Gilliland, Burl E.","8TH 17","Cengage Learning","978-1bogus-305-27147-0","1-305bogus-27147-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305271475.gif","Required",""
,,"Spring 2024  • "," ","CMHC 615 ACLA CRISIS INT & TRAUMA COUNS • ","Trauma Counseling 2ND 23","Levers, Lisa Lopez","2ND 23","Springer Publishing Co.","978-0bogus-8261-5084-4","0-826bogus1-5084-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0826150845.gif","Required","$119.00"
,,"Spring 2024  • "," ","CMHC 615 BCLA CRISIS INT & TRAUMA COUNS • ","Crisis Intervention Strategies 8TH 17","James, Richard K. / Gilliland, Burl E.","8TH 17","Cengage Learning","978-1bogus-305-27147-0","1-305bogus-27147-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305271475.gif","Required",""
,,"Spring 2024  • "," ","CMHC 615 BCLA CRISIS INT & TRAUMA COUNS • ","Trauma Counseling 2ND 23","Levers, Lisa Lopez","2ND 23","Springer Publishing Co.","978-0bogus-8261-5084-4","0-826bogus1-5084-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0826150845.gif","Required","$119.00"
,,"Spring 2024  • "," ","COUN 532 ACLA PROF LEGAL & ETHICAL ISSU • ","Issues and Ethics in the Helping Professions - Text Only 9TH 15","Corey, Gerald","9TH 15","Brooks/Cole Publishing Co.","978-1bogus-285-46467-1","1-285bogus-46467-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1285464672.gif","Required",""
,,"Spring 2024  • "," ","COUN 625 BCLA RESEARCH METHODS & PROGRA • ","Practical Approaches to Applied Research and Program Evaluation for Helping Professionals 2019","Minton, Casey A. Barrio","2019","Routledge N. Y.","978-1bogus-138-07039-4","1-138bogus-07039-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002294544.gif","Required","$67.50$90.00"
,,"Spring 2024  • "," ","COUN 640 A COUNSELING &HUMAN SEXUALI • ","Sexuality Counseling 2017","Murray, Christine E. / Pope, Amber L. / Willis, Benjamin T.","2017","Sage Publications, Inc.","978-1bogus-4833-4372-3","1-483bogus3-4372-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1483343723.gif","Required","$116.25"
